"","Temp","Ni1size","Ni2size","Ni3size","Ni4size","Ni5size","Ni6size"
"10003",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10004",1,-2.33150806775772,-2.33150806775772,-2.33150806775772,-2.33150806775772,-2.33150806775772,-2.33150806775772
"10005",2,-2.30669605630199,-2.30669605630199,-2.30669605630199,-2.30669605630199,-2.30669605630199,-2.30669605630199
"10006",3,-2.31199264843174,-2.31199264843174,-2.31199264843174,-2.31199264843174,-2.31199264843174,-2.31199264843174
"10007",4,-2.33884493043415,-2.33884493043415,-2.33884493043415,-2.33884493043415,-2.33884493043415,-2.33884493043415
"10008",5,-2.38046953243507,-2.38046953243507,-2.38046953243507,-2.38046953243507,-2.38046953243507,-2.38046953243507
"10009",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10010",1,-3.6235738859511,-3.6235738859511,-3.6235738859511,-3.6235738859511,-3.6235738859511,-3.6235738859511
"10011",2,-3.74825368247381,-3.74825368247381,-3.74825368247381,-3.74825368247381,-3.74825368247381,-3.74825368247381
"10012",3,-3.83801364037763,-3.83801364037763,-3.83801364037763,-3.83801364037763,-3.83801364037763,-3.83801364037763
"10013",4,-3.90583012080664,-3.90583012080664,-3.90583012080664,-3.90583012080664,-3.90583012080664,-3.90583012080664
"10014",5,-3.95903142221497,-3.95903142221497,-3.95903142221497,-3.95903142221497,-3.95903142221497,-3.95903142221497
"10015",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10016",1,-3.01784566153131,-3.01784566153131,-3.01784566153131,-3.01784566153131,-3.01784566153131,-3.01784566153131
"10017",2,-3.12814476976144,-3.12814476976144,-3.12814476976144,-3.12814476976144,-3.12814476976144,-3.12814476976144
"10018",3,-3.20949392254248,-3.20949392254248,-3.20949392254248,-3.20949392254248,-3.20949392254248,-3.20949392254248
"10019",4,-3.27201396048154,-3.27201396048154,-3.27201396048154,-3.27201396048154,-3.27201396048154,-3.27201396048154
"10020",5,-3.32171054613902,-3.32171054613902,-3.32171054613902,-3.32171054613902,-3.32171054613902,-3.32171054613902
"10021",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10022",1,-2.76446817425506,-2.76446817425506,-2.76446817425506,-2.76446817425506,-2.76446817425506,-2.76446817425506
"10023",2,-2.83781169246435,-2.83781169246435,-2.83781169246435,-2.83781169246435,-2.83781169246435,-2.83781169246435
"10024",3,-2.89749744221857,-2.89749744221857,-2.89749744221857,-2.89749744221857,-2.89749744221857,-2.89749744221857
"10025",4,-2.94727849103151,-2.94727849103151,-2.94727849103151,-2.94727849103151,-2.94727849103151,-2.94727849103151
"10026",5,-2.98992602661181,-2.98992602661181,-2.98992602661181,-2.98992602661181,-2.98992602661181,-2.98992602661181
"10027",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10028",1,-2.34028449066878,-2.34028449066878,-2.34028449066878,-2.34028449066878,-2.34028449066878,-2.34028449066878
"10029",2,-2.32857116215502,-2.32857116215502,-2.32857116215502,-2.32857116215502,-2.32857116215502,-2.32857116215502
"10030",3,-2.3457278512683,-2.3457278512683,-2.3457278512683,-2.3457278512683,-2.3457278512683,-2.3457278512683
"10031",4,-2.38144575501311,-2.38144575501311,-2.38144575501311,-2.38144575501311,-2.38144575501311,-2.38144575501311
"10032",5,-2.42880526095835,-2.42880526095835,-2.42880526095835,-2.42880526095835,-2.42880526095835,-2.42880526095835
"10033",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10034",1,-3.6324422154478,-3.6324422154478,-3.6324422154478,-3.6324422154478,-3.6324422154478,-3.6324422154478
"10035",2,-3.76230368632167,-3.76230368632167,-3.76230368632167,-3.76230368632167,-3.76230368632167,-3.76230368632167
"10036",3,-3.85545432083314,-3.85545432083314,-3.85545432083314,-3.85545432083314,-3.85545432083314,-3.85545432083314
"10037",4,-3.92565623078657,-3.92565623078657,-3.92565623078657,-3.92565623078657,-3.92565623078657,-3.92565623078657
"10038",5,-3.98062400186554,-3.98062400186554,-3.98062400186554,-3.98062400186554,-3.98062400186554,-3.98062400186554
"10039",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10040",1,-3.02428951659718,-3.02428951659718,-3.02428951659718,-3.02428951659718,-3.02428951659718,-3.02428951659718
"10041",2,-3.13891552149586,-3.13891552149586,-3.13891552149586,-3.13891552149586,-3.13891552149586,-3.13891552149586
"10042",3,-3.22332384107325,-3.22332384107325,-3.22332384107325,-3.22332384107325,-3.22332384107325,-3.22332384107325
"10043",4,-3.28808228662039,-3.28808228662039,-3.28808228662039,-3.28808228662039,-3.28808228662039,-3.28808228662039
"10044",5,-3.33945967790795,-3.33945967790795,-3.33945967790795,-3.33945967790795,-3.33945967790795,-3.33945967790795
"10045",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10046",1,-2.76878239555692,-2.76878239555692,-2.76878239555692,-2.76878239555692,-2.76878239555692,-2.76878239555692
"10047",2,-2.84735214056197,-2.84735214056197,-2.84735214056197,-2.84735214056197,-2.84735214056197,-2.84735214056197
"10048",3,-2.91174931271322,-2.91174931271322,-2.91174931271322,-2.91174931271322,-2.91174931271322,-2.91174931271322
"10049",4,-2.96539047477287,-2.96539047477287,-2.96539047477287,-2.96539047477287,-2.96539047477287,-2.96539047477287
"10050",5,-3.01103256941056,-3.01103256941056,-3.01103256941056,-3.01103256941056,-3.01103256941056,-3.01103256941056
"10051",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10052",1,-2.34908173697764,-2.34908173697764,-2.34908173697764,-2.34908173697764,-2.34908173697764,-2.34908173697764
"10053",2,-2.35015220218203,-2.35015220218203,-2.35015220218203,-2.35015220218203,-2.35015220218203,-2.35015220218203
"10054",3,-2.37862978005211,-2.37862978005211,-2.37862978005211,-2.37862978005211,-2.37862978005211,-2.37862978005211
"10055",4,-2.42268964262563,-2.42268964262563,-2.42268964262563,-2.42268964262563,-2.42268964262563,-2.42268964262563
"10056",5,-2.47540049821771,-2.47540049821771,-2.47540049821771,-2.47540049821771,-2.47540049821771,-2.47540049821771
"10057",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10058",1,-3.64123970018627,-3.64123970018627,-3.64123970018627,-3.64123970018627,-3.64123970018627,-3.64123970018627
"10059",2,-3.77617425086814,-3.77617425086814,-3.77617425086814,-3.77617425086814,-3.77617425086814,-3.77617425086814
"10060",3,-3.87261627730762,-3.87261627730762,-3.87261627730762,-3.87261627730762,-3.87261627730762,-3.87261627730762
"10061",4,-3.94511979632819,-3.94511979632819,-3.94511979632819,-3.94511979632819,-3.94511979632819,-3.94511979632819
"10062",5,-4.00178356560827,-4.00178356560827,-4.00178356560827,-4.00178356560827,-4.00178356560827,-4.00178356560827
"10063",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10064",1,-3.03073542293327,-3.03073542293327,-3.03073542293327,-3.03073542293327,-3.03073542293327,-3.03073542293327
"10065",2,-3.14966829806312,-3.14966829806312,-3.14966829806312,-3.14966829806312,-3.14966829806312,-3.14966829806312
"10066",3,-3.23709720444132,-3.23709720444132,-3.23709720444132,-3.23709720444132,-3.23709720444132,-3.23709720444132
"10067",4,-3.30405133026431,-3.30405133026431,-3.30405133026431,-3.30405133026431,-3.30405133026431,-3.30405133026431
"10068",5,-3.35706877509311,-3.35706877509311,-3.35706877509311,-3.35706877509311,-3.35706877509311,-3.35706877509311
"10069",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10070",1,-2.77311572361186,-2.77311572361186,-2.77311572361186,-2.77311572361186,-2.77311572361186,-2.77311572361186
"10071",2,-2.85676190062402,-2.85676190062402,-2.85676190062402,-2.85676190062402,-2.85676190062402,-2.85676190062402
"10072",3,-2.92556024466024,-2.92556024466024,-2.92556024466024,-2.92556024466024,-2.92556024466024,-2.92556024466024
"10073",4,-2.98267982480066,-2.98267982480066,-2.98267982480066,-2.98267982480066,-2.98267982480066,-2.98267982480066
"10074",5,-3.03093550874151,-3.03093550874151,-3.03093550874151,-3.03093550874151,-3.03093550874151,-3.03093550874151
"10075",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10076",1,-2.35789225510114,-2.35789225510114,-2.35789225510114,-2.35789225510114,-2.35789225510114,-2.35789225510114
"10077",2,-2.37141832133843,-2.37141832133843,-2.37141832133843,-2.37141832133843,-2.37141832133843,-2.37141832133843
"10078",3,-2.41066735693648,-2.41066735693648,-2.41066735693648,-2.41066735693648,-2.41066735693648,-2.41066735693648
"10079",4,-2.46253759817204,-2.46253759817204,-2.46253759817204,-2.46253759817204,-2.46253759817204,-2.46253759817204
"10080",5,-2.52019738705887,-2.52019738705887,-2.52019738705887,-2.52019738705887,-2.52019738705887,-2.52019738705887
"10081",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10082",1,-3.34331964939709,-3.34331964939709,-3.34331964939709,-3.34331964939709,-3.34331964939709,-3.34331964939709
"10083",2,-3.26723323825311,-3.26723323825311,-3.26723323825311,-3.26723323825311,-3.26723323825311,-3.26723323825311
"10084",3,-3.20633744161601,-3.20633744161601,-3.20633744161601,-3.20633744161601,-3.20633744161601,-3.20633744161601
"10085",4,-3.15808555385093,-3.15808555385093,-3.15808555385093,-3.15808555385093,-3.15808555385093,-3.15808555385093
"10086",5,-3.12029346699507,-3.12029346699507,-3.12029346699507,-3.12029346699507,-3.12029346699507,-3.12029346699507
"10087",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10088",1,-2.84767337189194,-2.84767337189194,-2.84767337189194,-2.84767337189194,-2.84767337189194,-2.84767337189194
"10089",2,-2.8565319618945,-2.8565319618945,-2.8565319618945,-2.8565319618945,-2.8565319618945,-2.8565319618945
"10090",3,-2.85589689314626,-2.85589689314626,-2.85589689314626,-2.85589689314626,-2.85589689314626,-2.85589689314626
"10091",4,-2.81907040829307,-2.81907040829307,-2.81907040829307,-2.81907040829307,-2.81907040829307,-2.81907040829307
"10092",5,-2.73115980723931,-2.73115980723931,-2.73115980723931,-2.73115980723931,-2.73115980723931,-2.73115980723931
"10093",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10094",1,-2.65958521241246,-2.65958521241246,-2.65958521241246,-2.65958521241246,-2.65958521241246,-2.65958521241246
"10095",2,-2.53812461950462,-2.53812461950462,-2.53812461950462,-2.53812461950462,-2.53812461950462,-2.53812461950462
"10096",3,-2.30689169625255,-2.30689169625255,-2.30689169625255,-2.30689169625255,-2.30689169625255,-2.30689169625255
"10097",4,-2.01026012136213,-2.01026012136213,-2.01026012136213,-2.01026012136213,-2.01026012136213,-2.01026012136213
"10098",5,-1.71664607832998,-1.71664607832998,-1.71664607832998,-1.71664607832998,-1.71664607832998,-1.71664607832998
"10099",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10100",1,-2.11771235826649,-2.11771235826649,-2.11771235826649,-2.11771235826649,-2.11771235826649,-2.11771235826649
"10101",2,-1.73204843921615,-1.73204843921615,-1.73204843921615,-1.73204843921615,-1.73204843921615,-1.73204843921615
"10102",3,-1.38053086775027,-1.38053086775027,-1.38053086775027,-1.38053086775027,-1.38053086775027,-1.38053086775027
"10103",4,-1.15866140717992,-1.15866140717992,-1.15866140717992,-1.15866140717992,-1.15866140717992,-1.15866140717992
"10104",5,-1.06762513131113,-1.06762513131113,-1.06762513131113,-1.06762513131113,-1.06762513131113,-1.06762513131113
"10105",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10106",1,-3.3545254094436,-3.3545254094436,-3.3545254094436,-3.3545254094436,-3.3545254094436,-3.3545254094436
"10107",2,-3.28792621045567,-3.28792621045567,-3.28792621045567,-3.28792621045567,-3.28792621045567,-3.28792621045567
"10108",3,-3.23472581793847,-3.23472581793847,-3.23472581793847,-3.23472581793847,-3.23472581793847,-3.23472581793847
"10109",4,-3.19239495117298,-3.19239495117298,-3.19239495117298,-3.19239495117298,-3.19239495117298,-3.19239495117298
"10110",5,-3.15890170486961,-3.15890170486961,-3.15890170486961,-3.15890170486961,-3.15890170486961,-3.15890170486961
"10111",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10112",1,-2.85303308710873,-2.85303308710873,-2.85303308710873,-2.85303308710873,-2.85303308710873,-2.85303308710873
"10113",2,-2.86322044466061,-2.86322044466061,-2.86322044466061,-2.86322044466061,-2.86322044466061,-2.86322044466061
"10114",3,-2.86333843128669,-2.86333843128669,-2.86333843128669,-2.86333843128669,-2.86333843128669,-2.86333843128669
"10115",4,-2.8303255909588,-2.8303255909588,-2.8303255909588,-2.8303255909588,-2.8303255909588,-2.8303255909588
"10116",5,-2.75132880645974,-2.75132880645974,-2.75132880645974,-2.75132880645974,-2.75132880645974,-2.75132880645974
"10117",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10118",1,-2.66162597057291,-2.66162597057291,-2.66162597057291,-2.66162597057291,-2.66162597057291,-2.66162597057291
"10119",2,-2.54412162614636,-2.54412162614636,-2.54412162614636,-2.54412162614636,-2.54412162614636,-2.54412162614636
"10120",3,-2.31980613103051,-2.31980613103051,-2.31980613103051,-2.31980613103051,-2.31980613103051,-2.31980613103051
"10121",4,-2.03144869525256,-2.03144869525256,-2.03144869525256,-2.03144869525256,-2.03144869525256,-2.03144869525256
"10122",5,-1.74497227173648,-1.74497227173648,-1.74497227173648,-1.74497227173648,-1.74497227173648,-1.74497227173648
"10123",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10124",1,-2.12140941898804,-2.12140941898804,-2.12140941898804,-2.12140941898804,-2.12140941898804,-2.12140941898804
"10125",2,-1.73969300874679,-1.73969300874679,-1.73969300874679,-1.73969300874679,-1.73969300874679,-1.73969300874679
"10126",3,-1.39051768048376,-1.39051768048376,-1.39051768048376,-1.39051768048376,-1.39051768048376,-1.39051768048376
"10127",4,-1.16920510200813,-1.16920510200813,-1.16920510200813,-1.16920510200813,-1.16920510200813,-1.16920510200813
"10128",5,-1.07661905012264,-1.07661905012264,-1.07661905012264,-1.07661905012264,-1.07661905012264,-1.07661905012264
"10129",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10130",1,-3.36562608265651,-3.36562608265651,-3.36562608265651,-3.36562608265651,-3.36562608265651,-3.36562608265651
"10131",2,-3.30829875545752,-3.30829875545752,-3.30829875545752,-3.30829875545752,-3.30829875545752,-3.30829875545752
"10132",3,-3.26260828500587,-3.26260828500587,-3.26260828500587,-3.26260828500587,-3.26260828500587,-3.26260828500587
"10133",4,-3.2261525303372,-3.2261525303372,-3.2261525303372,-3.2261525303372,-3.2261525303372,-3.2261525303372
"10134",5,-3.19710705258863,-3.19710705258863,-3.19710705258863,-3.19710705258863,-3.19710705258863,-3.19710705258863
"10135",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10136",1,-2.85847704147491,-2.85847704147491,-2.85847704147491,-2.85847704147491,-2.85847704147491,-2.85847704147491
"10137",2,-2.87036657513138,-2.87036657513138,-2.87036657513138,-2.87036657513138,-2.87036657513138,-2.87036657513138
"10138",3,-2.87184887989538,-2.87184887989538,-2.87184887989538,-2.87184887989538,-2.87184887989538,-2.87184887989538
"10139",4,-2.84342302854818,-2.84342302854818,-2.84342302854818,-2.84342302854818,-2.84342302854818,-2.84342302854818
"10140",5,-2.7743894884066,-2.7743894884066,-2.7743894884066,-2.7743894884066,-2.7743894884066,-2.7743894884066
"10141",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10142",1,-2.66387072545429,-2.66387072545429,-2.66387072545429,-2.66387072545429,-2.66387072545429,-2.66387072545429
"10143",2,-2.55119870793857,-2.55119870793857,-2.55119870793857,-2.55119870793857,-2.55119870793857,-2.55119870793857
"10144",3,-2.33583291086167,-2.33583291086167,-2.33583291086167,-2.33583291086167,-2.33583291086167,-2.33583291086167
"10145",4,-2.05896907193183,-2.05896907193183,-2.05896907193183,-2.05896907193183,-2.05896907193183,-2.05896907193183
"10146",5,-1.78324274351963,-1.78324274351963,-1.78324274351963,-1.78324274351963,-1.78324274351963,-1.78324274351963
"10147",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10148",1,-2.12556395868381,-2.12556395868381,-2.12556395868381,-2.12556395868381,-2.12556395868381,-2.12556395868381
"10149",2,-1.74951614069374,-1.74951614069374,-1.74951614069374,-1.74951614069374,-1.74951614069374,-1.74951614069374
"10150",3,-1.40523633106146,-1.40523633106146,-1.40523633106146,-1.40523633106146,-1.40523633106146,-1.40523633106146
"10151",4,-1.18679630398012,-1.18679630398012,-1.18679630398012,-1.18679630398012,-1.18679630398012,-1.18679630398012
"10152",5,-1.09505759448282,-1.09505759448282,-1.09505759448282,-1.09505759448282,-1.09505759448282,-1.09505759448282
"10153",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10154",1,-3.37662327690311,-3.37662327690311,-3.37662327690311,-3.37662327690311,-3.37662327690311,-3.37662327690311
"10155",2,-3.32835673168692,-3.32835673168692,-3.32835673168692,-3.32835673168692,-3.32835673168692,-3.32835673168692
"10156",3,-3.28998307857661,-3.28998307857661,-3.28998307857661,-3.28998307857661,-3.28998307857661,-3.28998307857661
"10157",4,-3.25931522349544,-3.25931522349544,-3.25931522349544,-3.25931522349544,-3.25931522349544,-3.25931522349544
"10158",5,-3.23477498024566,-3.23477498024566,-3.23477498024566,-3.23477498024566,-3.23477498024566,-3.23477498024566
"10159",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10160",1,-2.86400000114227,-2.86400000114227,-2.86400000114227,-2.86400000114227,-2.86400000114227,-2.86400000114227
"10161",2,-2.87792256431289,-2.87792256431289,-2.87792256431289,-2.87792256431289,-2.87792256431289,-2.87792256431289
"10162",3,-2.88124328297442,-2.88124328297442,-2.88124328297442,-2.88124328297442,-2.88124328297442,-2.88124328297442
"10163",4,-2.85783503745682,-2.85783503745682,-2.85783503745682,-2.85783503745682,-2.85783503745682,-2.85783503745682
"10164",5,-2.79911285573802,-2.79911285573802,-2.79911285573802,-2.79911285573802,-2.79911285573802,-2.79911285573802
"10165",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10166",1,-2.66630501938485,-2.66630501938485,-2.66630501938485,-2.66630501938485,-2.66630501938485,-2.66630501938485
"10167",2,-2.55919918666115,-2.55919918666115,-2.55919918666115,-2.55919918666115,-2.55919918666115,-2.55919918666115
"10168",3,-2.35436955937504,-2.35436955937504,-2.35436955937504,-2.35436955937504,-2.35436955937504,-2.35436955937504
"10169",4,-2.09140974823614,-2.09140974823614,-2.09140974823614,-2.09140974823614,-2.09140974823614,-2.09140974823614
"10170",5,-1.82904838274048,-1.82904838274048,-1.82904838274048,-1.82904838274048,-1.82904838274048,-1.82904838274048
"10171",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10172",1,-2.13014603655525,-2.13014603655525,-2.13014603655525,-2.13014603655525,-2.13014603655525,-2.13014603655525
"10173",2,-1.76131366712409,-1.76131366712409,-1.76131366712409,-1.76131366712409,-1.76131366712409,-1.76131366712409
"10174",3,-1.42402059814298,-1.42402059814298,-1.42402059814298,-1.42402059814298,-1.42402059814298,-1.42402059814298
"10175",4,-1.21021217757748,-1.21021217757748,-1.21021217757748,-1.21021217757748,-1.21021217757748,-1.21021217757748
"10176",5,-1.12089998931167,-1.12089998931167,-1.12089998931167,-1.12089998931167,-1.12089998931167,-1.12089998931167
"10177",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10178",1,-3.38751857057836,-3.38751857057836,-3.38751857057836,-3.38751857057836,-3.38751857057836,-3.38751857057836
"10179",2,-3.3481058539739,-3.3481058539739,-3.3481058539739,-3.3481058539739,-3.3481058539739,-3.3481058539739
"10180",3,-3.31685200795345,-3.31685200795345,-3.31685200795345,-3.31685200795345,-3.31685200795345,-3.31685200795345
"10181",4,-3.2918540640581,-3.2918540640581,-3.2918540640581,-3.2918540640581,-3.2918540640581,-3.2918540640581
"10182",5,-3.27180764769002,-3.27180764769002,-3.27180764769002,-3.27180764769002,-3.27180764769002,-3.27180764769002
"10183",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10184",1,-2.86959698997468,-2.86959698997468,-2.86959698997468,-2.86959698997468,-2.86959698997468,-2.86959698997468
"10185",2,-2.88584571517427,-2.88584571517427,-2.88584571517427,-2.88584571517427,-2.88584571517427,-2.88584571517427
"10186",3,-2.89136983849887,-2.89136983849887,-2.89136983849887,-2.89136983849887,-2.89136983849887,-2.89136983849887
"10187",4,-2.8731617735109,-2.8731617735109,-2.8731617735109,-2.8731617735109,-2.8731617735109,-2.8731617735109
"10188",5,-2.82461628208476,-2.82461628208476,-2.82461628208476,-2.82461628208476,-2.82461628208476,-2.82461628208476
"10189",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10190",1,-2.66891515714641,-2.66891515714641,-2.66891515714641,-2.66891515714641,-2.66891515714641,-2.66891515714641
"10191",2,-2.56798557163467,-2.56798557163467,-2.56798557163467,-2.56798557163467,-2.56798557163467,-2.56798557163467
"10192",3,-2.37489680346848,-2.37489680346848,-2.37489680346848,-2.37489680346848,-2.37489680346848,-2.37489680346848
"10193",4,-2.12755291197561,-2.12755291197561,-2.12755291197561,-2.12755291197561,-2.12755291197561,-2.12755291197561
"10194",5,-1.88047124170407,-1.88047124170407,-1.88047124170407,-1.88047124170407,-1.88047124170407,-1.88047124170407
"10195",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10196",1,-2.13512897605805,-2.13512897605805,-2.13512897605805,-2.13512897605805,-2.13512897605805,-2.13512897605805
"10197",2,-1.77483396110564,-1.77483396110564,-1.77483396110564,-1.77483396110564,-1.77483396110564,-1.77483396110564
"10198",3,-1.44630543021222,-1.44630543021222,-1.44630543021222,-1.44630543021222,-1.44630543021222,-1.44630543021222
"10199",4,-1.23847105855895,-1.23847105855895,-1.23847105855895,-1.23847105855895,-1.23847105855895,-1.23847105855895
"10200",5,-1.15262111355021,-1.15262111355021,-1.15262111355021,-1.15262111355021,-1.15262111355021,-1.15262111355021
"10201",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10202",1,-3.39831353984569,-3.39831353984569,-3.39831353984569,-3.39831353984569,-3.39831353984569,-3.39831353984569
"10203",2,-3.36755203129497,-3.36755203129497,-3.36755203129497,-3.36755203129497,-3.36755203129497,-3.36755203129497
"10204",3,-3.34321784669747,-3.34321784669747,-3.34321784669747,-3.34321784669747,-3.34321784669747,-3.34321784669747
"10205",4,-3.32375088150491,-3.32375088150491,-3.32375088150491,-3.32375088150491,-3.32375088150491,-3.32375088150491
"10206",5,-3.3081388242887,-3.3081388242887,-3.3081388242887,-3.3081388242887,-3.3081388242887,-3.3081388242887
"10207",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10208",1,-2.87526326957234,-2.87526326957234,-2.87526326957234,-2.87526326957234,-2.87526326957234,-2.87526326957234
"10209",2,-2.89409777044646,-2.89409777044646,-2.89409777044646,-2.89409777044646,-2.89409777044646,-2.89409777044646
"10210",3,-2.90210445601972,-2.90210445601972,-2.90210445601972,-2.90210445601972,-2.90210445601972,-2.90210445601972
"10211",4,-2.88910471701083,-2.88910471701083,-2.88910471701083,-2.88910471701083,-2.88910471701083,-2.88910471701083
"10212",5,-2.85028384121678,-2.85028384121678,-2.85028384121678,-2.85028384121678,-2.85028384121678,-2.85028384121678
"10213",0,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447,-2.67263836191447
"10214",1,-2.67168831824604,-2.67168831824604,-2.67168831824604,-2.67168831824604,-2.67168831824604,-2.67168831824604
"10215",2,-2.57743286576889,-2.57743286576889,-2.57743286576889,-2.57743286576889,-2.57743286576889,-2.57743286576889
"10216",3,-2.39696666860502,-2.39696666860502,-2.39696666860502,-2.39696666860502,-2.39696666860502,-2.39696666860502
"10217",4,-2.16644219429,-2.16644219429,-2.16644219429,-2.16644219429,-2.16644219429,-2.16644219429
"10218",5,-1.93595157692554,-1.93595157692554,-1.93595157692554,-1.93595157692554,-1.93595157692554,-1.93595157692554
"10219",0,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276,-2.39864997570276
"10220",1,-2.14048675857389,-2.14048675857389,-2.14048675857389,-2.14048675857389,-2.14048675857389,-2.14048675857389
"10221",2,-1.78992493425212,-1.78992493425212,-1.78992493425212,-1.78992493425212,-1.78992493425212,-1.78992493425212
"10222",3,-1.4716065920178,-1.4716065920178,-1.4716065920178,-1.4716065920178,-1.4716065920178,-1.4716065920178
"10223",4,-1.27078919229754,-1.27078919229754,-1.27078919229754,-1.27078919229754,-1.27078919229754,-1.27078919229754
"10224",5,-1.18905869336646,-1.18905869336646,-1.18905869336646,-1.18905869336646,-1.18905869336646,-1.18905869336646
"10225",0,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732,-3.43832399738732
"10226",1,-3.40900965284759,-3.40900965284759,-3.40900965284759,-3.40900965284759,-3.40900965284759,-3.40900965284759
"10227",2,-3.3867012036057,-3.3867012036057,-3.3867012036057,-3.3867012036057,-3.3867012036057,-3.3867012036057
"10228",3,-3.36908635223569,-3.36908635223569,-3.36908635223569,-3.36908635223569,-3.36908635223569,-3.36908635223569
"10229",4,-3.35499679328991,-3.35499679328991,-3.35499679328991,-3.35499679328991,-3.35499679328991,-3.35499679328991
"10230",5,-3.3437249946902,-3.3437249946902,-3.3437249946902,-3.3437249946902,-3.3437249946902,-3.3437249946902
"10231",0,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761,-2.85985000279761
"10232",1,-2.88099432978006,-2.88099432978006,-2.88099432978006,-2.88099432978006,-2.88099432978006,-2.88099432978006
"10233",2,-2.90264463630586,-2.90264463630586,-2.90264463630586,-2.90264463630586,-2.90264463630586,-2.90264463630586
"10234",3,-2.91334565499525,-2.91334565499525,-2.91334565499525,-2.91334565499525,-2.91334565499525,-2.91334565499525
