"","tempvect","minvect","maxvect","Div","MaxSeed","MinSeed","Pruned_Prot"
"911",4,-3.24975786214268,-2.3784420734973,5,803022,150823,4
"912",5,-3.27233644123906,-2.40608011965347,5,803022,150823,4
"913",0,-3.09446287725503,-2.1336546064231,4,803022,150823,5
"914",1,-3.15299685957772,-2.21928838362589,4,803022,150823,5
"915",2,-3.1979927952815,-2.28415060791284,4,803022,150823,5
"916",3,-3.23307683956065,-2.3322035900326,4,803022,150823,5
"917",4,-3.2609386022145,-2.3670926675242,4,803022,150823,5
"918",5,-3.28352633881103,-2.39201533148795,4,803022,150823,5
"919",0,-3.06159768402342,-2.06843496274015,3,803022,150823,1
"920",1,-3.11591491016161,-2.15260147247525,3,803022,150823,1
"921",2,-3.15761876150416,-2.21617685307549,3,803022,150823,1
"922",3,-3.19024279403617,-2.26308085508176,3,803022,150823,1
"923",4,-3.21632379086996,-2.29684992071375,3,803022,150823,1
"924",5,-3.23765594856364,-2.32056180723858,3,803022,150823,1
"925",0,-3.01094808288425,-2.08153482505181,2,803022,150823,3
"926",1,-3.06050958940224,-2.16607563945559,2,803022,150823,3
"927",2,-3.09830690100742,-2.22968166718771,2,803022,150823,3
"928",3,-3.12775238483365,-2.27628826873145,2,803022,150823,3
"929",4,-3.15123971044937,-2.30942141176075,2,803022,150823,3
"930",5,-3.1704256567356,-2.33215222233928,2,803022,150823,3
"931",0,-3.03360775321933,-1.9553144397094,1,803022,150823,6
"932",1,-3.082613892688,-2.03361935596748,1,803022,150823,6
"933",2,-3.120022295448,-2.09730560490284,1,803022,150823,6
"934",3,-3.14921729963837,-2.14990615999157,1,803022,150823,6
"935",4,-3.17256377325537,-2.19411826922907,1,803022,150823,6
"936",5,-3.19168044646871,-2.23197430711254,1,803022,150823,6
"937",0,-2.35852262605118,-1.67523844476105,6,650269,815420,NA
"938",1,-2.4266587416039,-1.74045916707296,6,650269,815420,NA
"939",2,-2.48041246422236,-1.78948486714395,6,650269,815420,NA
"940",3,-2.52351425341283,-1.82591176694979,6,650269,815420,NA
"941",4,-2.55875007436072,-1.85312177565037,6,650269,815420,NA
"942",5,-2.58815334366403,-1.87403284897911,6,650269,815420,NA
"943",0,-2.35538083453729,-1.74199642101693,5,650269,815420,6
"944",1,-2.42147941565251,-1.81175892331029,5,650269,815420,6
"945",2,-2.4735327640604,-1.86231992469944,5,650269,815420,6
"946",3,-2.51525755756608,-1.89770809064092,5,650269,815420,6
"947",4,-2.54939149438425,-1.9217465004661,5,650269,815420,6
"948",5,-2.57791022893232,-1.93781352500846,5,650269,815420,6
"949",0,-2.37869290832728,-1.80074523424922,4,650269,815420,1
"950",1,-2.4443939194528,-1.87498660002884,4,650269,815420,1
"951",2,-2.49617775922685,-1.92860788809219,4,650269,815420,1
"952",3,-2.53775854120371,-1.96583130198908,4,650269,815420,1
"953",4,-2.57184638370602,-1.9906275829269,4,650269,815420,1
"954",5,-2.60039518235801,-2.00651235367588,4,650269,815420,1
"955",0,-2.34253462147597,-1.85997728708688,3,650269,815420,2
"956",1,-2.40819871949864,-1.93847931314531,3,650269,815420,2
"957",2,-2.46009703895862,-1.99522761916423,3,650269,815420,2
"958",3,-2.5019135773988,-2.03457601400807,3,650269,815420,2
"959",4,-2.53632911823137,-2.06058763835833,3,650269,815420,2
"960",5,-2.5652722102201,-2.07686720667374,3,650269,815420,2
"961",0,-2.30996371128091,-1.84515596594962,2,650269,815420,3
"962",1,-2.37445219297005,-1.93129471827371,2,650269,815420,3
"963",2,-2.42562328219118,-1.99635781425589,2,650269,815420,3
"964",3,-2.46708805601514,-2.04428092221898,2,650269,815420,3
"965",4,-2.50145024374794,-2.07862794460079,2,650269,815420,3
"966",5,-2.53056120262791,-2.10252566080817,2,650269,815420,3
"967",0,-2.31598951713459,-1.80767664863795,1,650269,815420,5
"968",1,-2.37966965242205,-1.89772313502408,1,650269,815420,5
"969",2,-2.43012641201147,-1.96808543297436,1,650269,815420,5
"970",3,-2.47096378623167,-2.02205690576155,1,650269,815420,5
"971",4,-2.5047709862501,-2.06251878946471,1,650269,815420,5
"972",5,-2.53338456552826,-2.09197897905431,1,650269,815420,5
"973",0,-4.61740063918821,-1.72685130959583,6,952584,33102,NA
"974",1,-4.69743616899131,-1.79305176390136,6,952584,33102,NA
"975",2,-4.76166622180175,-1.8421078566784,6,952584,33102,NA
"976",3,-4.81408699157799,-1.87766592216804,6,952584,33102,NA
"977",4,-4.85768669610103,-1.90318661444888,6,952584,33102,NA
"978",5,-4.89465876783359,-1.92169848483891,6,952584,33102,NA
"979",0,-4.41078396540649,-1.78089247192319,5,952584,33102,5
"980",1,-4.48350702798682,-1.84859133913987,5,952584,33102,5
"981",2,-4.5416432861602,-1.89699437775911,5,952584,33102,5
"982",3,-4.58900996053611,-1.93013191671987,5,952584,33102,5
"983",4,-4.62840704940517,-1.95183563513774,5,952584,33102,5
"984",5,-4.66186926377221,-1.96550321373757,5,952584,33102,5
"985",0,-4.43583734396394,-1.79495661306892,4,952584,33102,3
"986",1,-4.50804635405184,-1.86922119005916,4,952584,33102,3
"987",2,-4.56581577706632,-1.922519606578,4,952584,33102,3
"988",3,-4.61295675408464,-1.95877456520661,4,952584,33102,3
"989",4,-4.65224325383312,-1.98171548196203,4,952584,33102,3
"990",5,-4.68567951992476,-1.99470899714986,4,952584,33102,3
"991",0,-4.44851223745317,-1.8346285186085,3,952584,33102,4
"992",1,-4.52015581566303,-1.91181110431108,3,952584,33102,4
"993",2,-4.57745422433754,-1.96723705598656,3,952584,33102,4
"994",3,-4.62420934998275,-2.00488510548288,3,952584,33102,4
"995",4,-4.66318614676573,-2.02849681271287,3,952584,33102,4
"996",5,-4.6963713420741,-2.04144979266276,3,952584,33102,4
"997",0,-4.16943482939028,-1.86367978726577,2,952584,33102,2
"998",1,-4.22152201642375,-1.94338912973645,2,952584,33102,2
"999",2,-4.26148070629122,-2.00085866299599,2,952584,33102,2
"1000",3,-4.29281032627341,-2.04005424007125,2,952584,33102,2
"1001",4,-4.31796440593417,-2.06467657593601,2,952584,33102,2
"1002",5,-4.33862701421774,-2.07806982202215,2,952584,33102,2
"1003",0,-3.95968964604151,-1.81877870509636,1,952584,33102,1
"1004",1,-4.00659152156027,-1.90244445796228,1,952584,33102,1
"1005",2,-4.04224104503347,-1.9686813515819,1,952584,33102,1
"1006",3,-4.06996224412018,-2.02084778468776,1,952584,33102,1
"1007",4,-4.09205875066571,-2.06170845370854,1,952584,33102,1
"1008",5,-4.1101049079974,-2.09352645598352,1,952584,33102,1
"1009",0,-3.17220994627322,-1.9617592246335,6,78973,937110,NA
"1010",1,-3.23276003393179,-2.03000314146571,6,78973,937110,NA
"1011",2,-3.27901598940608,-2.08078305147018,6,78973,937110,NA
"1012",3,-3.31460639903226,-2.11762284150225,6,78973,937110,NA
"1013",4,-3.34232585237639,-2.14389787098242,6,78973,937110,NA
"1014",5,-3.3642707181363,-2.16259853797916,6,78973,937110,NA
"1015",0,-3.17901724832933,-2.07634729126974,5,78973,937110,4
"1016",1,-3.23933304891141,-2.15689761817309,5,78973,937110,4
"1017",2,-3.2853625737326,-2.21824700051566,5,78973,937110,4
"1018",3,-3.32073993825759,-2.26398504350655,5,78973,937110,4
"1019",4,-3.34826151123101,-2.29746819981031,5,78973,937110,4
"1020",5,-3.3700241218769,-2.32165933861191,5,78973,937110,4
"1021",0,-3.20358445317197,-2.09191784183634,4,78973,937110,3
"1022",1,-3.26321387703872,-2.17647454694018,4,78973,937110,3
"1023",2,-3.30855950625142,-2.24302550637398,4,78973,937110,3
"1024",3,-3.34327752141926,-2.29521521754303,4,78973,937110,3
"1025",4,-3.37017447037514,-2.33619491784175,4,78973,937110,3
"1026",5,-3.39135026310584,-2.36858136314187,4,78973,937110,3
"1027",0,-3.1591496221923,-2.0155856221339,3,78973,937110,2
"1028",1,-3.21053118250573,-2.09488301213688,3,78973,937110,2
"1029",2,-3.24974273291522,-2.15709610135768,3,78973,937110,2
"1030",3,-3.28025992560403,-2.20588515651497,3,78973,937110,2
"1031",4,-3.30455088348027,-2.24430144694444,3,78973,937110,2
"1032",5,-3.32434363342934,-2.27481174859656,3,78973,937110,2
"1033",0,-3.13428847055791,-1.95409378462,2,78973,937110,5
"1034",1,-3.18309793641241,-2.03015014281845,2,78973,937110,5
"1035",2,-3.22027275925342,-2.089936046748,2,78973,937110,5
"1036",3,-3.24920297503713,-2.13703111074106,2,78973,937110,5
"1037",4,-3.27225983353896,-2.17433222802348,2,78973,937110,5
"1038",5,-3.29108143188312,-2.20413923151597,2,78973,937110,5
"1039",0,-3.15496911146336,-1.99451377404297,1,78973,937110,1
"1040",1,-3.20332488595582,-2.07115049255254,1,78973,937110,1
"1041",2,-3.24018780191295,-2.13351863150659,1,78973,937110,1
"1042",3,-3.26892285532305,-2.18514286808489,1,78973,937110,1
"1043",4,-3.29187735708837,-2.22868997354355,1,78973,937110,1
"1044",5,-3.31065549068527,-2.26614432337003,1,78973,937110,1
"1045",0,-3.2694926763339,-1.93975572201131,6,27649,921210,NA
"1046",1,-3.31974037667337,-2.01130656456716,6,27649,921210,NA
"1047",2,-3.35725678721582,-2.06572636298683,6,27649,921210,NA
"1048",3,-3.38550153123643,-2.10638093325076,6,27649,921210,NA
"1049",4,-3.40705992061329,-2.1364627176804,6,27649,921210,NA
"1050",5,-3.42381123557644,-2.15878242884667,6,27649,921210,NA
"1051",0,-3.29086405354012,-1.99044434626272,5,27649,921210,4
"1052",1,-3.33996636573207,-2.0637678471806,5,27649,921210,4
"1053",2,-3.37642840014629,-2.11815216902981,5,27649,921210,4
"1054",3,-3.40371786443152,-2.15731336615599,5,27649,921210,4
"1055",4,-3.4244130643669,-2.1847544050959,5,27649,921210,4
"1056",5,-3.44038156834999,-2.20357424541742,5,27649,921210,4
"1057",0,-3.3117093268543,-2.02876086097694,4,27649,921210,3
"1058",1,-3.36029824027014,-2.10386032790722,4,27649,921210,3
"1059",2,-3.39633818953932,-2.15917158179629,4,27649,921210,3
"1060",3,-3.42330156361644,-2.19854986178438,4,27649,921210,3
"1061",4,-3.44375227740199,-2.22559139425924,4,27649,921210,3
"1062",5,-3.45954274841374,-2.24347440231855,4,27649,921210,3
"1063",0,-3.33604446955139,-2.07090841447335,3,27649,921210,2
"1064",1,-3.38449550717775,-2.14854231389239,3,27649,921210,2
"1065",2,-3.42050556215581,-2.20554448729842,3,27649,921210,2
"1066",3,-3.44754760330564,-2.24592183081458,3,27649,921210,2
"1067",4,-3.46816584977632,-2.27334460429168,3,27649,921210,2
"1068",5,-3.48418801199438,-2.29103607551582,3,27649,921210,2
"1069",0,-3.45947175662701,-2.13555456329792,2,27649,921210,6
"1070",1,-3.50862830954786,-2.22441531117092,2,27649,921210,6
"1071",2,-3.54596130262998,-2.29335196278895,2,27649,921210,6
"1072",3,-3.57489832907431,-2.34609957021922,2,27649,921210,6
"1073",4,-3.59785088805943,-2.38592574054912,2,27649,921210,6
"1074",5,-3.61649179596718,-2.41562448635154,2,27649,921210,6
"1075",0,-3.5063682188817,-1.99021713715101,1,27649,921210,1
"1076",1,-3.55492090496173,-2.0676289182434,1,27649,921210,1
"1077",2,-3.59195277471913,-2.13069352884618,1,27649,921210,1
"1078",3,-3.62084064430216,-2.18293414377235,1,27649,921210,1
"1079",4,-3.6439351142476,-2.22702277883362,1,27649,921210,1
"1080",5,-3.66283937605119,-2.26495250771263,1,27649,921210,1
"1081",0,-3.07088500661636,-2.12524747430522,6,803022,150823,NA
"1082",1,-3.12982505353538,-2.20996147942893,6,803022,150823,NA
"1083",2,-3.17513581931006,-2.2754782074216,6,803022,150823,NA
"1084",3,-3.21043882577701,-2.32540470130512,6,803022,150823,NA
"1085",4,-3.23843687032872,-2.36314972346847,6,803022,150823,NA
"1086",5,-3.26109687179849,-2.39172545704471,6,803022,150823,NA
"1087",0,-3.08288912317244,-2.13778006273932,5,803022,150823,4
"1088",1,-3.14159848790102,-2.22439090089616,5,803022,150823,4
"1089",2,-3.1867175924833,-2.290895549726,5,803022,150823,4
"1090",3,-3.22187141674646,-2.34107567426106,5,803022,150823,4
"1091",4,-3.24975786214268,-2.3784420734973,5,803022,150823,4
"1092",5,-3.27233644123906,-2.40608011965347,5,803022,150823,4
"1093",0,-3.09446287725503,-2.1336546064231,4,803022,150823,5
"1094",1,-3.15299685957772,-2.21928838362589,4,803022,150823,5
"1095",2,-3.1979927952815,-2.28415060791284,4,803022,150823,5
"1096",3,-3.23307683956065,-2.3322035900326,4,803022,150823,5
"1097",4,-3.2609386022145,-2.3670926675242,4,803022,150823,5
"1098",5,-3.28352633881103,-2.39201533148795,4,803022,150823,5
"1099",0,-3.06159768402342,-2.06843496274015,3,803022,150823,1
"1100",1,-3.11591491016161,-2.15260147247525,3,803022,150823,1
"1101",2,-3.15761876150416,-2.21617685307549,3,803022,150823,1
"1102",3,-3.19024279403617,-2.26308085508176,3,803022,150823,1
"1103",4,-3.21632379086996,-2.29684992071375,3,803022,150823,1
"1104",5,-3.23765594856364,-2.32056180723858,3,803022,150823,1
"1105",0,-3.01094808288425,-2.08153482505181,2,803022,150823,3
"1106",1,-3.06050958940224,-2.16607563945559,2,803022,150823,3
"1107",2,-3.09830690100742,-2.22968166718771,2,803022,150823,3
"1108",3,-3.12775238483365,-2.27628826873145,2,803022,150823,3
"1109",4,-3.15123971044937,-2.30942141176075,2,803022,150823,3
"1110",5,-3.1704256567356,-2.33215222233928,2,803022,150823,3
"1111",0,-3.03360775321933,-1.9553144397094,1,803022,150823,6
"1112",1,-3.082613892688,-2.03361935596748,1,803022,150823,6
"1113",2,-3.120022295448,-2.09730560490284,1,803022,150823,6
"1114",3,-3.14921729963837,-2.14990615999157,1,803022,150823,6
"1115",4,-3.17256377325537,-2.19411826922907,1,803022,150823,6
"1116",5,-3.19168044646871,-2.23197430711254,1,803022,150823,6
"1117",0,-2.35852262605118,-1.67523844476105,6,650269,815420,NA
"1118",1,-2.4266587416039,-1.74045916707296,6,650269,815420,NA
"1119",2,-2.48041246422236,-1.78948486714395,6,650269,815420,NA
"1120",3,-2.52351425341283,-1.82591176694979,6,650269,815420,NA
"1121",4,-2.55875007436072,-1.85312177565037,6,650269,815420,NA
"1122",5,-2.58815334366403,-1.87403284897911,6,650269,815420,NA
"1123",0,-2.35538083453729,-1.74199642101693,5,650269,815420,6
"1124",1,-2.42147941565251,-1.81175892331029,5,650269,815420,6
"1125",2,-2.4735327640604,-1.86231992469944,5,650269,815420,6
"1126",3,-2.51525755756608,-1.89770809064092,5,650269,815420,6
"1127",4,-2.54939149438425,-1.9217465004661,5,650269,815420,6
"1128",5,-2.57791022893232,-1.93781352500846,5,650269,815420,6
"1129",0,-2.37869290832728,-1.80074523424922,4,650269,815420,1
"1130",1,-2.4443939194528,-1.87498660002884,4,650269,815420,1
"1131",2,-2.49617775922685,-1.92860788809219,4,650269,815420,1
"1132",3,-2.53775854120371,-1.96583130198908,4,650269,815420,1
"1133",4,-2.57184638370602,-1.9906275829269,4,650269,815420,1
"1134",5,-2.60039518235801,-2.00651235367588,4,650269,815420,1
"1135",0,-2.34253462147597,-1.85997728708688,3,650269,815420,2
"1136",1,-2.40819871949864,-1.93847931314531,3,650269,815420,2
"1137",2,-2.46009703895862,-1.99522761916423,3,650269,815420,2
"1138",3,-2.5019135773988,-2.03457601400807,3,650269,815420,2
"1139",4,-2.53632911823137,-2.06058763835833,3,650269,815420,2
"1140",5,-2.5652722102201,-2.07686720667374,3,650269,815420,2
"1141",0,-2.30996371128091,-1.84515596594962,2,650269,815420,3
"1142",1,-2.37445219297005,-1.93129471827371,2,650269,815420,3
"1143",2,-2.42562328219118,-1.99635781425589,2,650269,815420,3
"1144",3,-2.46708805601514,-2.04428092221898,2,650269,815420,3
"1145",4,-2.50145024374794,-2.07862794460079,2,650269,815420,3
"1146",5,-2.53056120262791,-2.10252566080817,2,650269,815420,3
"1147",0,-2.31598951713459,-1.80767664863795,1,650269,815420,5
"1148",1,-2.37966965242205,-1.89772313502408,1,650269,815420,5
"1149",2,-2.43012641201147,-1.96808543297436,1,650269,815420,5
"1150",3,-2.47096378623167,-2.02205690576155,1,650269,815420,5
"1151",4,-2.5047709862501,-2.06251878946471,1,650269,815420,5
"1152",5,-2.53338456552826,-2.09197897905431,1,650269,815420,5
"1153",0,-4.61740063918821,-1.72685130959583,6,952584,33102,NA
"1154",1,-4.69743616899131,-1.79305176390136,6,952584,33102,NA
"1155",2,-4.76166622180175,-1.8421078566784,6,952584,33102,NA
"1156",3,-4.81408699157799,-1.87766592216804,6,952584,33102,NA
"1157",4,-4.85768669610103,-1.90318661444888,6,952584,33102,NA
"1158",5,-4.89465876783359,-1.92169848483891,6,952584,33102,NA
"1159",0,-4.41078396540649,-1.78089247192319,5,952584,33102,5
"1160",1,-4.48350702798682,-1.84859133913987,5,952584,33102,5
"1161",2,-4.5416432861602,-1.89699437775911,5,952584,33102,5
"1162",3,-4.58900996053611,-1.93013191671987,5,952584,33102,5
"1163",4,-4.62840704940517,-1.95183563513774,5,952584,33102,5
"1164",5,-4.66186926377221,-1.96550321373757,5,952584,33102,5
"1165",0,-4.43583734396394,-1.79495661306892,4,952584,33102,3
"1166",1,-4.50804635405184,-1.86922119005916,4,952584,33102,3
"1167",2,-4.56581577706632,-1.922519606578,4,952584,33102,3
"1168",3,-4.61295675408464,-1.95877456520661,4,952584,33102,3
"1169",4,-4.65224325383312,-1.98171548196203,4,952584,33102,3
"1170",5,-4.68567951992476,-1.99470899714986,4,952584,33102,3
"1171",0,-4.44851223745317,-1.8346285186085,3,952584,33102,4
"1172",1,-4.52015581566303,-1.91181110431108,3,952584,33102,4
"1173",2,-4.57745422433754,-1.96723705598656,3,952584,33102,4
"1174",3,-4.62420934998275,-2.00488510548288,3,952584,33102,4
"1175",4,-4.66318614676573,-2.02849681271287,3,952584,33102,4
"1176",5,-4.6963713420741,-2.04144979266276,3,952584,33102,4
"1177",0,-4.16943482939028,-1.86367978726577,2,952584,33102,2
"1178",1,-4.22152201642375,-1.94338912973645,2,952584,33102,2
"1179",2,-4.26148070629122,-2.00085866299599,2,952584,33102,2
"1180",3,-4.29281032627341,-2.04005424007125,2,952584,33102,2
"1181",4,-4.31796440593417,-2.06467657593601,2,952584,33102,2
"1182",5,-4.33862701421774,-2.07806982202215,2,952584,33102,2
"1183",0,-3.95968964604151,-1.81877870509636,1,952584,33102,1
"1184",1,-4.00659152156027,-1.90244445796228,1,952584,33102,1
"1185",2,-4.04224104503347,-1.9686813515819,1,952584,33102,1
"1186",3,-4.06996224412018,-2.02084778468776,1,952584,33102,1
"1187",4,-4.09205875066571,-2.06170845370854,1,952584,33102,1
"1188",5,-4.1101049079974,-2.09352645598352,1,952584,33102,1
"1189",0,-3.17220994627322,-1.9617592246335,6,78973,937110,NA
"1190",1,-3.23276003393179,-2.03000314146571,6,78973,937110,NA
"1191",2,-3.27901598940608,-2.08078305147018,6,78973,937110,NA
"1192",3,-3.31460639903226,-2.11762284150225,6,78973,937110,NA
"1193",4,-3.34232585237639,-2.14389787098242,6,78973,937110,NA
"1194",5,-3.3642707181363,-2.16259853797916,6,78973,937110,NA
"1195",0,-3.17901724832933,-2.07634729126974,5,78973,937110,4
"1196",1,-3.23933304891141,-2.15689761817309,5,78973,937110,4
"1197",2,-3.2853625737326,-2.21824700051566,5,78973,937110,4
"1198",3,-3.32073993825759,-2.26398504350655,5,78973,937110,4
"1199",4,-3.34826151123101,-2.29746819981031,5,78973,937110,4
"1200",5,-3.3700241218769,-2.32165933861191,5,78973,937110,4
"1201",0,-3.20358445317197,-2.09191784183634,4,78973,937110,3
"1202",1,-3.26321387703872,-2.17647454694018,4,78973,937110,3
"1203",2,-3.30855950625142,-2.24302550637398,4,78973,937110,3
"1204",3,-3.34327752141926,-2.29521521754303,4,78973,937110,3
"1205",4,-3.37017447037514,-2.33619491784175,4,78973,937110,3
"1206",5,-3.39135026310584,-2.36858136314187,4,78973,937110,3
"1207",0,-3.1591496221923,-2.0155856221339,3,78973,937110,2
"1208",1,-3.21053118250573,-2.09488301213688,3,78973,937110,2
"1209",2,-3.24974273291522,-2.15709610135768,3,78973,937110,2
"1210",3,-3.28025992560403,-2.20588515651497,3,78973,937110,2
"1211",4,-3.30455088348027,-2.24430144694444,3,78973,937110,2
"1212",5,-3.32434363342934,-2.27481174859656,3,78973,937110,2
"1213",0,-3.13428847055791,-1.95409378462,2,78973,937110,5
"1214",1,-3.18309793641241,-2.03015014281845,2,78973,937110,5
"1215",2,-3.22027275925342,-2.089936046748,2,78973,937110,5
"1216",3,-3.24920297503713,-2.13703111074106,2,78973,937110,5
"1217",4,-3.27225983353896,-2.17433222802348,2,78973,937110,5
"1218",5,-3.29108143188312,-2.20413923151597,2,78973,937110,5
"1219",0,-3.15496911146336,-1.99451377404297,1,78973,937110,1
"1220",1,-3.20332488595582,-2.07115049255254,1,78973,937110,1
"1221",2,-3.24018780191295,-2.13351863150659,1,78973,937110,1
"1222",3,-3.26892285532305,-2.18514286808489,1,78973,937110,1
"1223",4,-3.29187735708837,-2.22868997354355,1,78973,937110,1
"1224",5,-3.31065549068527,-2.26614432337003,1,78973,937110,1
"1225",0,-3.2694926763339,-1.93975572201131,6,27649,921210,NA
"1226",1,-3.31974037667337,-2.01130656456716,6,27649,921210,NA
"1227",2,-3.35725678721582,-2.06572636298683,6,27649,921210,NA
"1228",3,-3.38550153123643,-2.10638093325076,6,27649,921210,NA
"1229",4,-3.40705992061329,-2.1364627176804,6,27649,921210,NA
"1230",5,-3.42381123557644,-2.15878242884667,6,27649,921210,NA
"1231",0,-3.29086405354012,-1.99044434626272,5,27649,921210,4
"1232",1,-3.33996636573207,-2.0637678471806,5,27649,921210,4
"1233",2,-3.37642840014629,-2.11815216902981,5,27649,921210,4
"1234",3,-3.40371786443152,-2.15731336615599,5,27649,921210,4
"1235",4,-3.4244130643669,-2.1847544050959,5,27649,921210,4
"1236",5,-3.44038156834999,-2.20357424541742,5,27649,921210,4
"1237",0,-3.3117093268543,-2.02876086097694,4,27649,921210,3
"1238",1,-3.36029824027014,-2.10386032790722,4,27649,921210,3
"1239",2,-3.39633818953932,-2.15917158179629,4,27649,921210,3
"1240",3,-3.42330156361644,-2.19854986178438,4,27649,921210,3
"1241",4,-3.44375227740199,-2.22559139425924,4,27649,921210,3
"1242",5,-3.45954274841374,-2.24347440231855,4,27649,921210,3
"1243",0,-3.33604446955139,-2.07090841447335,3,27649,921210,2
"1244",1,-3.38449550717775,-2.14854231389239,3,27649,921210,2
"1245",2,-3.42050556215581,-2.20554448729842,3,27649,921210,2
"1246",3,-3.44754760330564,-2.24592183081458,3,27649,921210,2
"1247",4,-3.46816584977632,-2.27334460429168,3,27649,921210,2
"1248",5,-3.48418801199438,-2.29103607551582,3,27649,921210,2
"1249",0,-3.45947175662701,-2.13555456329792,2,27649,921210,6
"1250",1,-3.50862830954786,-2.22441531117092,2,27649,921210,6
"1251",2,-3.54596130262998,-2.29335196278895,2,27649,921210,6
"1252",3,-3.57489832907431,-2.34609957021922,2,27649,921210,6
"1253",4,-3.59785088805943,-2.38592574054912,2,27649,921210,6
"1254",5,-3.61649179596718,-2.41562448635154,2,27649,921210,6
"1255",0,-3.5063682188817,-1.99021713715101,1,27649,921210,1
"1256",1,-3.55492090496173,-2.0676289182434,1,27649,921210,1
"1257",2,-3.59195277471913,-2.13069352884618,1,27649,921210,1
"1258",3,-3.62084064430216,-2.18293414377235,1,27649,921210,1
"1259",4,-3.6439351142476,-2.22702277883362,1,27649,921210,1
"1260",5,-3.66283937605119,-2.26495250771263,1,27649,921210,1
"1261",0,-3.07088500661636,-2.12524747430522,6,803022,150823,NA
"1262",1,-3.12982505353538,-2.20996147942893,6,803022,150823,NA
"1263",2,-3.17513581931006,-2.2754782074216,6,803022,150823,NA
"1264",3,-3.21043882577701,-2.32540470130512,6,803022,150823,NA
"1265",4,-3.23843687032872,-2.36314972346847,6,803022,150823,NA
"1266",5,-3.26109687179849,-2.39172545704471,6,803022,150823,NA
"1267",0,-3.08288912317244,-2.13778006273932,5,803022,150823,4
"1268",1,-3.14159848790102,-2.22439090089616,5,803022,150823,4
"1269",2,-3.1867175924833,-2.290895549726,5,803022,150823,4
"1270",3,-3.22187141674646,-2.34107567426106,5,803022,150823,4
"1271",4,-3.24975786214268,-2.3784420734973,5,803022,150823,4
"1272",5,-3.27233644123906,-2.40608011965347,5,803022,150823,4
"1273",0,-3.09446287725503,-2.1336546064231,4,803022,150823,5
"1274",1,-3.15299685957772,-2.21928838362589,4,803022,150823,5
"1275",2,-3.1979927952815,-2.28415060791284,4,803022,150823,5
"1276",3,-3.23307683956065,-2.3322035900326,4,803022,150823,5
"1277",4,-3.2609386022145,-2.3670926675242,4,803022,150823,5
"1278",5,-3.28352633881103,-2.39201533148795,4,803022,150823,5
"1279",0,-3.06159768402342,-2.06843496274015,3,803022,150823,1
"1280",1,-3.11591491016161,-2.15260147247525,3,803022,150823,1
"1281",2,-3.15761876150416,-2.21617685307549,3,803022,150823,1
"1282",3,-3.19024279403617,-2.26308085508176,3,803022,150823,1
"1283",4,-3.21632379086996,-2.29684992071375,3,803022,150823,1
"1284",5,-3.23765594856364,-2.32056180723858,3,803022,150823,1
"1285",0,-3.01094808288425,-2.08153482505181,2,803022,150823,3
"1286",1,-3.06050958940224,-2.16607563945559,2,803022,150823,3
"1287",2,-3.09830690100742,-2.22968166718771,2,803022,150823,3
"1288",3,-3.12775238483365,-2.27628826873145,2,803022,150823,3
"1289",4,-3.15123971044937,-2.30942141176075,2,803022,150823,3
"1290",5,-3.1704256567356,-2.33215222233928,2,803022,150823,3
"1291",0,-3.03360775321933,-1.9553144397094,1,803022,150823,6
"1292",1,-3.082613892688,-2.03361935596748,1,803022,150823,6
"1293",2,-3.120022295448,-2.09730560490284,1,803022,150823,6
"1294",3,-3.14921729963837,-2.14990615999157,1,803022,150823,6
"1295",4,-3.17256377325537,-2.19411826922907,1,803022,150823,6
"1296",5,-3.19168044646871,-2.23197430711254,1,803022,150823,6
"1297",0,-2.35852262605118,-1.67523844476105,6,650269,815420,NA
"1298",1,-2.4266587416039,-1.74045916707296,6,650269,815420,NA
"1299",2,-2.48041246422236,-1.78948486714395,6,650269,815420,NA
"1300",3,-2.52351425341283,-1.82591176694979,6,650269,815420,NA
"1301",4,-2.55875007436072,-1.85312177565037,6,650269,815420,NA
"1302",5,-2.58815334366403,-1.87403284897911,6,650269,815420,NA
"1303",0,-2.35538083453729,-1.74199642101693,5,650269,815420,6
"1304",1,-2.42147941565251,-1.81175892331029,5,650269,815420,6
"1305",2,-2.4735327640604,-1.86231992469944,5,650269,815420,6
"1306",3,-2.51525755756608,-1.89770809064092,5,650269,815420,6
"1307",4,-2.54939149438425,-1.9217465004661,5,650269,815420,6
"1308",5,-2.57791022893232,-1.93781352500846,5,650269,815420,6
"1309",0,-2.37869290832728,-1.80074523424922,4,650269,815420,1
"1310",1,-2.4443939194528,-1.87498660002884,4,650269,815420,1
"1311",2,-2.49617775922685,-1.92860788809219,4,650269,815420,1
"1312",3,-2.53775854120371,-1.96583130198908,4,650269,815420,1
"1313",4,-2.57184638370602,-1.9906275829269,4,650269,815420,1
"1314",5,-2.60039518235801,-2.00651235367588,4,650269,815420,1
"1315",0,-2.34253462147597,-1.85997728708688,3,650269,815420,2
"1316",1,-2.40819871949864,-1.93847931314531,3,650269,815420,2
"1317",2,-2.46009703895862,-1.99522761916423,3,650269,815420,2
"1318",3,-2.5019135773988,-2.03457601400807,3,650269,815420,2
"1319",4,-2.53632911823137,-2.06058763835833,3,650269,815420,2
"1320",5,-2.5652722102201,-2.07686720667374,3,650269,815420,2
"1321",0,-2.30996371128091,-1.84515596594962,2,650269,815420,3
